data,adresas,pasto_kodas,tipas,plotas_m2,kambariai,priklausiniai,kaina_eur,eur_m2,atstumas_m,latitude,longitude,sklypas
2021-10-05,51 RUE DES GASTINELLERIES,44150.0,namas,90.0,5.0,0,265000.0,2944.0,1071.0,47.371384,-1.189393,44003160AM0039
2024-04-29,162 BD PASTEUR,44150.0,namas,84.0,4.0,1,160000.0,1905.0,1076.0,47.373629,-1.16949,44003000AM0112
2023-07-04,53 RUE DES ROITELETS,44150.0,namas,65.0,3.0,0,234000.0,3600.0,1081.0,47.375259,-1.174713,44003000AM0071
2022-04-21,67 RUE DU PRESSOIR ROUGE,44150.0,namas,98.0,5.0,0,275000.0,2806.0,1081.0,47.375274,-1.180871,44003000AN0245
2023-07-21,369 AV DU PONT DE BIAIS,44150.0,namas,122.0,3.0,0,157000.0,1287.0,1086.0,47.365644,-1.192245,44003160AN0138
2025-11-28,405 RUE DES SENSIVES,44150.0,namas,120.0,6.0,0,348000.0,2900.0,1088.0,47.369191,-1.191368,44003160AM0095
2024-05-21,66 RUE DES ALOUETTES,44150.0,namas,73.0,4.0,0,179000.0,2452.0,1091.0,47.375391,-1.174993,44003000AM0063
2025-02-19,9010 RUE DU PRESSOIR ROUGE,44150.0,namas,120.0,6.0,1,170000.0,1417.0,1111.0,47.374431,-1.185204,44003000AN0249
2021-12-17,350 AV DU PONT DE BIAIS,44150.0,namas,64.0,2.0,1,160000.0,2500.0,1112.0,47.365094,-1.192557,44003160AO0036
2025-03-03,300 RUE DES BOULEAUX,44150.0,namas,96.0,5.0,0,240000.0,2500.0,1130.0,47.368669,-1.192209,44003160AL0112
2022-04-06,90 RUE DES CHARMILLES,44150.0,namas,75.0,4.0,1,195000.0,2600.0,1150.0,47.369894,-1.19183,44003160AM0150
2024-01-26,309 RUE DE CHATEAUBRIAND,44150.0,namas,116.0,6.0,0,240000.0,2069.0,1157.0,47.375988,-1.180771,44003000AN0193
2021-06-28,227 RUE DES BOULEAUX,44150.0,namas,96.0,5.0,0,193650.0,2017.0,1158.0,47.368072,-1.192825,44003160AL0120
2025-12-19,530 RUE DES MAITRES,44150.0,namas,104.0,6.0,0,180000.0,1731.0,1161.0,47.370649,-1.191469,44003160AM0322
2025-10-17,97 RUE DES CHARMILLES,44150.0,namas,65.0,4.0,1,222000.0,3415.0,1166.0,47.370333,-1.191771,44003160AM0146
2025-03-25,13 PL DU PETIT MOULIN,44150.0,namas,58.0,2.0,1,102000.0,1759.0,1169.0,47.366293,-1.193326,44003160AN0013
2021-07-28,498 RUE DES MAITRES,44150.0,namas,54.0,3.0,1,173000.0,3204.0,1181.0,47.370589,-1.191809,44003160AM0139
2021-02-11,11 PL DU PETIT MOULIN,44150.0,namas,39.0,1.0,0,180000.0,4615.0,1182.0,47.366441,-1.193489,44003160AN0015
2021-01-22,5 PL DU PETIT MOULIN,44150.0,namas,52.0,2.0,0,107000.0,2058.0,1183.0,47.366176,-1.193524,44003160AN0009
2022-11-15,529 RUE DES MAITRES,44150.0,namas,68.0,3.0,1,220000.0,3235.0,1184.0,47.370958,-1.191563,44003160AM0318
2024-03-01,415 RUE DU BARON GEOFFROY,44150.0,namas,68.0,4.0,0,330000.0,4853.0,1196.0,47.374788,-1.186494,44003000AN0048
2023-04-25,68 LE TERTRE - ST GEREON,44150.0,namas,36.0,1.0,0,225000.0,6250.0,1200.0,47.363606,-1.193426,44003160AO0093
2025-03-31,236 RUE DES GASTINELLERIES,44150.0,namas,125.0,4.0,0,360000.0,2880.0,1206.0,47.371899,-1.191048,44003160AM0250
2022-07-12,24 RUE DES BOULEAUX,44150.0,namas,96.0,5.0,0,285000.0,2969.0,1238.0,47.368825,-1.193629,44003160AL0093
2025-03-28,432 RUE DES MAITRES,44150.0,namas,65.0,4.0,0,180000.0,2769.0,1245.0,47.370525,-1.192797,44003160AM0164
2025-02-26,129 BD MAGIRESTI,44150.0,namas,182.0,5.0,0,353500.0,1942.0,1248.0,47.374729,-1.187823,44003000AN0022
2025-10-31,414 RUE DES MAITRES,44150.0,namas,65.0,4.0,0,217000.0,3338.0,1252.0,47.37046,-1.192943,44003160AM0165
2023-03-31,228 AV DU PONT DE BIAIS,44150.0,namas,123.0,6.0,1,315000.0,2561.0,1254.0,47.364409,-1.194353,44003160AO0151
2023-01-17,409 RUE DE CHATEAUBRIAND,44150.0,namas,147.0,6.0,1,440000.0,2993.0,1258.0,47.376832,-1.181356,44003000AN0199
2024-12-13,101 RUE DES CLEMATITES,44150.0,namas,189.0,5.0,0,490000.0,2593.0,1299.0,47.371548,-1.192818,44003160AM0248
2025-01-29,41 BD MADAME DE SEVIGNE,44150.0,namas,110.0,5.0,0,227000.0,2064.0,1300.0,47.377148,-1.181845,44003000AN0202
2022-11-29,101 BD MADAME DE SEVIGNE,44150.0,namas,93.0,4.0,0,211700.0,2276.0,1321.0,47.377219,-1.182535,44003000AN0205
2025-10-27,69 RUE DE LA GILARDERIE,44150.0,butas,70.0,3.0,2,259000.0,3700.0,1322.0,47.375541,-1.18783,44003000AN0007
2025-06-03,69 RUE DE LA GILARDERIE,44150.0,butas,70.0,3.0,1,255000.0,3643.0,1322.0,47.375541,-1.18783,44003000AN0007
2025-12-16,69 RUE DE LA GILARDERIE,44150.0,butas,70.0,3.0,1,240000.0,3429.0,1322.0,47.375541,-1.18783,44003000AN0007
2025-02-18,69 RUE DE LA GILARDERIE,44150.0,butas,70.0,3.0,2,275000.0,3929.0,1322.0,47.375541,-1.18783,44003000AN0007
2025-02-26,69 RUE DE LA GILARDERIE,44150.0,butas,63.0,3.0,2,265000.0,4206.0,1322.0,47.375541,-1.18783,44003000AN0007
2025-07-15,69 RUE DE LA GILARDERIE,44150.0,butas,70.0,3.0,1,235000.0,3357.0,1322.0,47.375541,-1.18783,44003000AN0007
2024-12-19,132 AV DU PONT DE BIAIS,44150.0,namas,136.0,4.0,0,240000.0,1765.0,1324.0,47.365227,-1.195378,44003160AO0011
2025-09-30,144 AV DU PONT DE BIAIS,44150.0,namas,130.0,7.0,0,350000.0,2692.0,1325.0,47.364834,-1.19536,44003160AO0174
2021-08-23,144 AV DU PONT DE BIAIS,44150.0,namas,130.0,7.0,0,290000.0,2231.0,1325.0,47.364834,-1.19536,44003160AO0174
2025-08-22,119 BD MADAME DE SEVIGNE,44150.0,namas,92.0,5.0,0,204000.0,2217.0,1329.0,47.377254,-1.18276,44003000AN0206
2023-06-09,133 RUE DES SENSIVES,44150.0,namas,88.0,5.0,1,245000.0,2784.0,1331.0,47.369631,-1.194552,44003160AK0182
2024-06-03,10 ALL PIERRE ABELARD,44150.0,butas,50.0,2.0,1,150000.0,3000.0,1338.0,47.375305,-1.188681,44003000AN0001
2022-07-28,4 ALL PIERRE ABELARD,44150.0,butas,71.0,3.0,1,220000.0,3099.0,1338.0,47.375305,-1.188681,44003000AN0001
2024-10-22,16 ALL PIERRE ABELARD,44150.0,butas,50.0,2.0,1,137000.0,2740.0,1338.0,47.375305,-1.188681,44003000AN0001
2022-07-11,9 ALL PIERRE ABELARD,44150.0,butas,50.0,2.0,1,146000.0,2920.0,1338.0,47.375305,-1.188681,44003000AN0001
2025-03-29,246 RUE DU PRE HAUSSE,44150.0,namas,262.0,8.0,1,445000.0,1698.0,1346.0,47.367227,-1.195561,44003160AL0367
2025-12-10,300 RUE DES MAITRES,44150.0,namas,121.0,4.0,0,180000.0,1488.0,1352.0,47.370356,-1.19445,44003160AK0173
2022-12-30,323 RUE DES MAITRES,44150.0,namas,85.0,4.0,1,210000.0,2471.0,1356.0,47.370716,-1.194291,44003160AK0189
2023-06-29,75 BD RONSARD,44150.0,namas,110.0,5.0,0,273000.0,2482.0,1358.0,47.376544,-1.186335,44003000AN0223
2025-09-10,98 AV DU PONT DE BIAIS,44150.0,namas,95.0,4.0,0,295000.0,3105.0,1368.0,47.36518,-1.195956,44003160AO0008
2021-03-31,327 RUE DES MAITRES,44150.0,namas,75.0,3.0,0,243000.0,3240.0,1369.0,47.370991,-1.19429,44003160AK0164
2022-05-05,177 RUE DES VIEILLES HAIES,44150.0,namas,80.0,4.0,1,220000.0,2750.0,1370.0,47.375295,-1.189372,44003000AO0197
2024-09-27,277 BD MADAME DE SEVIGNE,44150.0,namas,107.0,4.0,0,260000.0,2430.0,1372.0,47.377166,-1.184838,44003000AN0214
2022-07-19,291 BD MADAME DE SEVIGNE,44150.0,namas,130.0,6.0,0,312000.0,2400.0,1378.0,47.377155,-1.185077,44003000AN0215
2024-01-03,41 ALL DES CAPUCINES - ANCENIS,44150.0,namas,70.0,3.0,0,162000.0,2314.0,1401.0,47.375273,-1.190049,44003000AO0052
2024-07-10,15 BD RONSARD,44150.0,namas,84.0,4.0,0,242000.0,2881.0,1401.0,47.377028,-1.186204,44003000AN0220
2022-09-09,118 ALL DES BLEUETS,44150.0,namas,75.0,4.0,0,282100.0,3761.0,1424.0,47.375877,-1.189457,44003000AO0157
2025-08-18,541 RUE DU TERTRE,44150.0,namas,86.0,5.0,1,240000.0,2791.0,1437.0,47.378636,-1.179603,44003000AS0199
2022-02-18,25 AV DU PONT DE BIAIS,44150.0,namas,60.0,3.0,1,175000.0,2917.0,1442.0,47.365605,-1.196966,44003160AL0167
2023-07-18,195 RUE DE LA GILARDERIE,44150.0,namas,138.0,6.0,0,391800.0,2839.0,1450.0,47.376397,-1.188995,44003000AO0149
2024-11-27,85 RUE DE BELPHAGET,44150.0,namas,72.0,4.0,1,135000.0,1875.0,1460.0,47.364693,-1.197133,44003160AO0195
2024-12-02,81 RUE DE BELPHAGET,44150.0,namas,119.0,4.0,1,155000.0,1303.0,1472.0,47.364683,-1.197296,44003160AO0189
2024-06-28,287 RUE DU DRAPEAU,44150.0,namas,115.0,4.0,0,350000.0,3043.0,1472.0,47.371574,-1.1954,44003160AK0255
2024-01-22,236 ALL DES CAMELIAS,44150.0,namas,98.0,4.0,0,220000.0,2245.0,1477.0,47.375165,-1.191705,44003000AO0032
2024-11-27,91 RUE DE BELPHAGET,44150.0,namas,51.0,2.0,0,50000.0,980.0,1482.0,47.364533,-1.197409,44003160AO0179
2025-08-28,267 RUE DES VIGNES,44150.0,namas,93.0,3.0,0,220000.0,2366.0,1491.0,47.366589,-1.197576,44003160AL0281
2023-05-17,5 BD DES AIRENNES,44150.0,namas,60.0,3.0,1,170000.0,2833.0,1498.0,47.365308,-1.197692,44003160AP0031
2024-04-22,264 ALL DES BLEUETS,44150.0,namas,108.0,5.0,0,210000.0,1944.0,1516.0,47.376106,-1.19096,44003000AO0116
2024-06-25,749 RUE DU VERGER,44150.0,namas,124.0,6.0,1,245000.0,1976.0,1520.0,47.37912,-1.17348,44003000AT0040
2024-06-24,100 ALL DES COQUELICOTS,44150.0,namas,74.0,4.0,0,154000.0,2081.0,1521.0,47.376566,-1.19024,44003000AO0124
2022-05-10,271 RUE DE LA GILARDERIE,44150.0,namas,63.0,3.0,0,245000.0,3889.0,1523.0,47.376764,-1.189905,44003000AO0143
2023-02-16,299 ALL DES CAMELIAS,44150.0,namas,92.0,4.0,0,292000.0,3174.0,1532.0,47.375441,-1.192311,44003000AO0028
2023-02-17,95 ALL DES CAMELIAS,44150.0,namas,90.0,5.0,0,267865.0,2976.0,1536.0,47.37534,-1.192544,44003000AO0026
2025-04-10,124 RUE PAUL-EMILE VICTOR,44150.0,namas,98.0,4.0,0,334900.0,3417.0,1538.0,47.363483,-1.197955,44003160AP0246
2024-08-20,154 RUE DU DRAPEAU,44150.0,namas,77.0,4.0,0,280000.0,3636.0,1555.0,47.370884,-1.197045,44003160AK0100
2024-08-09,53 RUE ALPHONSE DE LAMARTINE,44150.0,namas,88.0,5.0,0,200000.0,2273.0,1556.0,47.379655,-1.180402,44003000AS0127
2025-08-25,71 RUE DES MAITRES,44150.0,namas,85.0,4.0,0,245000.0,2882.0,1556.0,47.370122,-1.197455,44003160AK0213
2025-12-19,169 RUE DU DRAPEAU,44150.0,namas,107.0,4.0,0,250000.0,2336.0,1562.0,47.371392,-1.196828,44003160AK0137
2023-11-08,106 RUE PAUL-EMILE VICTOR,44150.0,namas,102.0,5.0,0,311000.0,3049.0,1562.0,47.363184,-1.198196,44003160AP0235
2023-05-05,206 RUE PAUL-EMILE VICTOR,44150.0,namas,85.0,4.0,0,325000.0,3824.0,1563.0,47.363834,-1.198362,44003160AP0256
2022-03-24,14 RUE DES VIGNES,44150.0,butas,68.0,3.0,1,213000.0,3132.0,1568.0,47.368581,-1.198222,44003160AL0391
2025-10-21,24 RUE DES VIGNES,44150.0,butas,28.0,1.0,1,125000.0,4464.0,1568.0,47.368581,-1.198222,44003160AL0391
2024-09-26,24 RUE DES VIGNES,44150.0,butas,46.0,2.0,1,170000.0,3696.0,1568.0,47.368581,-1.198222,44003160AL0391
2025-07-25,14 RUE DES VIGNES,44150.0,butas,39.0,2.0,1,162000.0,4154.0,1568.0,47.368581,-1.198222,44003160AL0391
2023-06-01,32 RUE DES VIGNES,44150.0,butas,73.0,3.0,1,277000.0,3795.0,1568.0,47.368581,-1.198222,44003160AL0391
2024-12-17,96 RUE ABBE PIERRE CAHIER,44150.0,butas,45.0,4.0,1,180000.0,4000.0,1572.0,47.36846,-1.198311,44003160AL0349
2022-06-03,63 RUE DES MAITRES,44150.0,namas,80.0,3.0,0,145000.0,1812.0,1575.0,47.370231,-1.19767,44003160AK0080
2021-11-25,51 RUE DES MAITRES,44150.0,namas,52.0,3.0,0,159000.0,3058.0,1584.0,47.370166,-1.197822,44003160AK0078
2023-01-18,96 BD DES AIRENNES,44150.0,namas,96.0,4.0,0,320000.0,3333.0,1590.0,47.365974,-1.198922,44003160AL0201
2021-01-15,31 IMP ERIC TABARLY,44150.0,namas,81.0,3.0,0,230000.0,2840.0,1591.0,47.364311,-1.198828,44003160AP0178
2023-02-28,58 RUE ABBE PIERRE CAHIER,44150.0,namas,118.0,5.0,0,357000.0,3025.0,1593.0,47.368096,-1.198692,44003160AL0353
2022-07-20,82 RUE PAUL-EMILE VICTOR,44150.0,namas,122.0,5.0,0,245000.0,2008.0,1593.0,47.363181,-1.198615,44003160AP0228
2022-05-11,47 PL DU PRIEURE,44150.0,namas,80.0,4.0,0,259900.0,3249.0,1598.0,47.369168,-1.198432,44003160AL0022
2024-12-20,74 RUE DU DRAPEAU,44150.0,namas,94.0,5.0,0,220000.0,2340.0,1600.0,47.370656,-1.197799,44003160AK0108
2023-05-17,95 ALL DES MIMOSAS ANCENIS,44150.0,namas,116.0,6.0,0,268000.0,2310.0,1606.0,47.375625,-1.193422,44003000AO0012
2025-03-14,24 IMP ERIC TABARLY,44150.0,namas,121.0,5.0,0,240000.0,1983.0,1611.0,47.364044,-1.199055,44003160AP0176
2022-07-13,119 BD DES AIRENNES,44150.0,namas,73.0,2.0,0,350000.0,4795.0,1613.0,47.365492,-1.199229,44003160AP0016
2021-11-03,52 BREBION,44150.0,namas,76.0,3.0,0,243000.0,3197.0,1614.0,47.362584,-1.198722,44003160AP0049
2022-12-20,188 ALL DES COQUELICOTS,44150.0,namas,71.0,4.0,0,185000.0,2606.0,1617.0,47.377343,-1.190821,44003000AO0129
2021-09-01,42 IMP DU STADE,44150.0,namas,135.0,7.0,1,349000.0,2585.0,1621.0,47.36822,-1.199037,44003160AL0239
2021-11-10,307 RUE DU STADE,44150.0,namas,88.0,5.0,1,256000.0,2909.0,1625.0,47.36653,-1.19936,44003160AL0209
2021-03-24,64 RUE DE LA CHEVASNERIE,44150.0,namas,86.0,2.0,0,93000.0,1081.0,1631.0,47.370307,-1.198423,44003160AK0061
2025-06-26,34 IMP DU STADE,44150.0,namas,80.0,4.0,0,200000.0,2500.0,1635.0,47.368147,-1.199249,44003160AL0237
2021-01-29,44 RUE DE LA CHEVASNERIE,44150.0,namas,86.0,4.0,0,237000.0,2756.0,1637.0,47.370178,-1.198554,44003160AK0057
2024-12-19,86 BREBION,44150.0,namas,62.0,2.0,1,140000.0,2258.0,1639.0,47.362596,-1.199068,44003160AP0054
2025-05-19,173 BD DES AIRENNES,44150.0,namas,88.0,6.0,0,186000.0,2114.0,1660.0,47.365533,-1.199858,44003160AP0013
2021-05-17,53 RUE DE LA CHEVASNERIE,44150.0,namas,80.0,4.0,0,250000.0,3125.0,1668.0,47.370089,-1.199034,44003160AK0040
2023-03-17,51 ALL DES LILAS,44150.0,namas,113.0,6.0,0,390000.0,3451.0,1674.0,47.375878,-1.194306,44003000AO0007
2025-05-21,81 RUE ANDRE CHENIER,44150.0,namas,76.0,3.0,0,210000.0,2763.0,1675.0,47.380634,-1.18147,44003000AS0105
2023-11-15,136 RUE ALFRED DE MUSSET,44150.0,namas,74.0,4.0,0,215000.0,2905.0,1677.0,47.380581,-1.182015,44003000AS0022
2023-04-21,138 ALL DES VIOLETTES,44150.0,namas,82.0,4.0,1,307000.0,3744.0,1679.0,47.377236,-1.192342,44003000AO0104
2024-04-25,118 BREBION,44150.0,namas,50.0,3.0,0,129000.0,2580.0,1684.0,47.362337,-1.199585,44003160AP0061
2022-08-12,132 RUE DE LA CHEVASNERIE,44150.0,namas,123.0,4.0,1,189600.0,1541.0,1689.0,47.370942,-1.198907,44003160AK0124
2023-06-07,40 ALL DES LILAS,44150.0,namas,89.0,4.0,0,210000.0,2360.0,1696.0,47.376349,-1.194045,44003000AO0005
2023-12-20,16 RUE MARIE NOEL,44150.0,namas,67.0,3.0,0,97600.0,1457.0,1703.0,47.379176,-1.188768,44003000AP0214
2025-11-25,117 RUE DE LA CHEVASNERIE,44150.0,namas,52.0,2.0,1,648697.0,12475.0,1712.0,47.370765,-1.199325,44003160AK0033
2024-09-20,32 RUE MARIE NOEL,44150.0,namas,78.0,4.0,0,113500.0,1455.0,1716.0,47.379277,-1.188851,44003000AP0215
2023-12-08,42 RUE MARIE NOEL,44150.0,namas,81.0,4.0,0,118800.0,1467.0,1728.0,47.379376,-1.18891,44003000AP0216
2023-07-10,91 RUE DE LA PETITE MONTAGNE,44150.0,namas,103.0,6.0,0,329500.0,3199.0,1733.0,47.36696,-1.200762,44003160AI0126
2023-12-28,47 RUE TRISTAN CORBIERE,44150.0,namas,78.0,4.0,0,113500.0,1455.0,1739.0,47.379568,-1.188703,44003000AP0208
2023-01-12,181 RUE DU CLOS DES VIGNES,44150.0,namas,96.0,5.0,0,298000.0,3104.0,1741.0,47.377369,-1.193352,44003000BD0108
2023-12-29,50 RUE MARIE NOEL,44150.0,namas,81.0,4.0,0,118800.0,1467.0,1742.0,47.379482,-1.189014,44003000AP0217
2025-09-09,223 BD DE BELLEVUE,44150.0,namas,78.0,5.0,0,190100.0,2437.0,1744.0,47.367176,-1.200876,44003160AI0118
2024-11-25,16 RUE ALFRED DE VIGNY,44150.0,namas,74.0,4.0,0,196000.0,2649.0,1748.0,47.381384,-1.180524,44003000AS0074
2025-08-14,79 RUE DE LA PETITE MONTAGNE,44150.0,namas,67.0,4.0,0,182000.0,2716.0,1755.0,47.36696,-1.201052,44003160AI0127
2025-10-09,863 RUE DU TERTRE,44150.0,namas,152.0,6.0,1,265000.0,1743.0,1762.0,47.381577,-1.179476,44003000AS0090
2024-10-31,127 RUE MARIE NOEL,44150.0,namas,124.0,7.0,0,336200.0,2711.0,1767.0,47.379183,-1.190412,44003000AP0118
2021-04-14,22 IMP JACQUES-YVES COUSTEAU,44150.0,namas,140.0,5.0,0,335000.0,2393.0,1783.0,47.364079,-1.201359,44003160AP0141
2023-09-22,90 PL DU SAUVIGNON,44150.0,namas,73.0,3.0,0,215000.0,2945.0,1786.0,47.377104,-1.19463,44003000BD0124
2024-07-29,317 BD DES AIRENNES,44150.0,namas,98.0,5.0,1,140000.0,1429.0,1792.0,47.365887,-1.201603,44003160AP0130
2024-06-04,276 BD DE BELLEVUE,44150.0,namas,93.0,5.0,0,242000.0,2602.0,1799.0,47.367525,-1.201564,44003160AI0111
2023-07-11,275 RUE ALFRED DE MUSSET,44150.0,namas,95.0,4.0,0,245000.0,2579.0,1802.0,47.381612,-1.182858,44003000AS0007
2025-09-30,230 PL DES VIGNERONS - ANCENIS,44150.0,namas,73.0,4.0,0,252500.0,3459.0,1803.0,47.378483,-1.19269,44003000BD0080
2024-09-04,9002 LA VALLEE,44150.0,namas,130.0,6.0,1,319900.0,2461.0,1810.0,47.36317,-1.201531,44003160AH0150
2022-09-02,303 RUE ALPHONSE DE LAMARTINE,44150.0,namas,74.0,4.0,0,210000.0,2838.0,1816.0,47.382003,-1.180502,44003000AS0079
2024-06-18,32 RUE DE COLOGNE,44150.0,namas,105.0,5.0,0,175000.0,1667.0,1835.0,47.367794,-1.201997,44003160AI0094
2025-08-18,191 RUE MARIE NOEL,44150.0,namas,118.0,5.0,0,300000.0,2542.0,1839.0,47.380085,-1.190047,44003000AP0123
2024-07-03,303 RUE ALFRED DE MUSSET,44150.0,namas,127.0,5.0,0,349000.0,2748.0,1839.0,47.381938,-1.18293,44003000AS0003
2022-06-10,45 LE VERGER,44150.0,namas,310.0,8.0,1,750000.0,2419.0,1845.0,47.381741,-1.171201,44003000AT0065
2024-09-27,23 IMP ANNA DE NOAILLES,44150.0,namas,117.0,5.0,0,290000.0,2479.0,1845.0,47.380668,-1.188605,44003000AP0181
2023-11-02,50 PL VICTOR SEGALEN,44150.0,namas,81.0,4.0,0,95000.0,1173.0,1847.0,47.380561,-1.188987,44003000AP0179
2024-05-02,225 LE VERGER,44150.0,namas,84.0,4.0,0,160000.0,1905.0,1849.0,47.381953,-1.172187,44003000AT0059
2024-10-21,174 PL DES VIGNERONS - ANCENIS,44150.0,namas,73.0,3.0,0,240000.0,3288.0,1849.0,47.378979,-1.19273,44003000BD0082
2024-05-17,477 AV DE L ECOCHERE,44150.0,namas,86.0,5.0,0,230000.0,2674.0,1849.0,47.363414,-1.20211,44003160AH0072
2023-07-21,521 AV DE L ECOCHERE,44150.0,namas,75.0,5.0,0,190000.0,2533.0,1853.0,47.362845,-1.202035,44003160AH0079
2024-10-25,521 AV DE L ECOCHERE,44150.0,namas,75.0,5.0,0,225000.0,3000.0,1853.0,47.362845,-1.202035,44003160AH0079
2021-12-15,1 LA VALLEE,44150.0,namas,36.0,2.0,0,158000.0,4389.0,1854.0,47.362622,-1.201988,44003160AH0077
2021-09-30,61 RTE DE NORT SUR ERDRE,44150.0,namas,110.0,4.0,0,105000.0,955.0,1869.0,47.371778,-1.200991,44003160AC0109
2022-10-13,505 BD JULES VERNE,44150.0,namas,89.0,5.0,0,215000.0,2416.0,1874.0,47.382584,-1.179463,44003000AS0062
2022-10-28,32 RUE EUGENE GUILLEVIC,44150.0,namas,80.0,4.0,0,326000.0,4075.0,1876.0,47.380763,-1.189244,44003000AP0177
2025-03-26,631 BD JULES VERNE,44150.0,namas,77.0,4.0,0,190000.0,2468.0,1878.0,47.382517,-1.181055,44003000AS0056
2023-06-01,437 AV DE L ECOCHERE,44150.0,namas,80.0,4.0,0,292000.0,3650.0,1887.0,47.363511,-1.202646,44003160AH0057
2025-09-08,411 BD DES AIRENNES,44150.0,namas,145.0,6.0,1,250000.0,1724.0,1892.0,47.365976,-1.202934,44003160AH0195
2023-09-21,417 AV DE L ECOCHERE,44150.0,namas,86.0,4.0,1,210000.0,2442.0,1904.0,47.363588,-1.202885,44003160AH0056
2022-08-31,440 AV DE L ECOCHERE,44150.0,namas,82.0,4.0,1,301000.0,3671.0,1913.0,47.363213,-1.202932,44003160AH0084
2025-02-13,72 RUE EUGENE GUILLEVIC,44150.0,namas,117.0,7.0,0,260000.0,2222.0,1914.0,47.381037,-1.189548,44003000AP0175
2024-02-08,446 BD DES AIRENNES,44150.0,namas,89.0,5.0,0,259150.0,2912.0,1924.0,47.366566,-1.203336,44003160AI0157
2021-06-18,202 RUE JEAN COISCAUD,44150.0,namas,80.0,4.0,0,190000.0,2375.0,1925.0,47.364821,-1.203329,44003160AH0156
2025-11-21,671 RUE DE LA GILARDERIE,44150.0,namas,114.0,5.0,0,200000.0,1754.0,1928.0,47.379656,-1.193152,44003000BD0060
2022-11-09,700 BD JULES VERNE,44150.0,namas,137.0,5.0,1,467500.0,3412.0,1943.0,47.383001,-1.182077,44003000AW0024
2021-08-03,426 BD DE BELLEVUE,44150.0,namas,100.0,4.0,1,305100.0,3051.0,1952.0,47.367502,-1.203604,44003160AI0347
2022-03-31,150 ALL SAINTE ANNE,44150.0,namas,110.0,4.0,1,265000.0,2409.0,1956.0,47.383186,-1.181431,44003000AW0036
2024-05-24,720 RUE DE LA GILARDERIE,44150.0,namas,125.0,5.0,1,244000.0,1952.0,1976.0,47.380252,-1.19302,44003000AP0219
2022-01-17,425 AV DU MORTIER,44150.0,namas,57.0,4.0,1,240000.0,4211.0,1985.0,47.368373,-1.203888,44003160AI0073
2024-07-22,62 RUE DE PROVENCE,44150.0,namas,89.0,3.0,1,230000.0,2584.0,2004.0,47.383249,-1.184279,44003000AX0074
2024-10-07,234 RUE JEAN FOLLAIN,44150.0,namas,130.0,7.0,0,320000.0,2462.0,2004.0,47.381318,-1.191286,44003000AP0076
2025-08-25,207 RUE DE COLOGNE,44150.0,namas,108.0,5.0,0,240000.0,2222.0,2009.0,47.367676,-1.204345,44003160AI0182
2021-06-23,190 RUE DE COLOGNE,44150.0,namas,50.0,1.0,0,165000.0,3300.0,2009.0,47.368014,-1.204287,44003160AI0350
2021-03-16,207 RUE DE COLOGNE,44150.0,namas,78.0,5.0,0,210000.0,2692.0,2009.0,47.367676,-1.204345,44003160AI0182
2022-09-30,29 RUE DES OLIVIERS,44150.0,namas,75.0,3.0,0,297500.0,3967.0,2027.0,47.369711,-1.204091,44003160AI0343
2025-02-20,566 BD DES AIRENNES,44150.0,namas,65.0,2.0,1,160000.0,2462.0,2050.0,47.366871,-1.204977,44003160AI0196
2022-09-14,248 RUE DE PROVENCE,44150.0,namas,108.0,5.0,0,310000.0,2870.0,2068.0,47.383508,-1.186063,44003000AX0052
2021-09-02,90 RUE DE CARTHAGE,44150.0,namas,104.0,4.0,0,290000.0,2788.0,2070.0,47.367501,-1.205181,44003160AI0200
2024-10-22,309 RUE DU CLOS MARTIN,44150.0,namas,68.0,4.0,0,224000.0,3294.0,2085.0,47.369655,-1.204896,44003160AI0045
2023-06-02,150 RUE JEAN MAZUET,44150.0,namas,144.0,5.0,0,410000.0,2847.0,2097.0,47.38136,-1.193481,44003000AP0043
2024-07-29,544 AV DU MORTIER,44150.0,namas,91.0,4.0,0,180000.0,1978.0,2110.0,47.368511,-1.20554,44003160AI0039
2024-07-03,218 RUE DE PROVENCE,44150.0,namas,148.0,7.0,0,350000.0,2365.0,2114.0,47.383921,-1.186169,44003000AX0054
2024-12-13,51 IMP DES RAMEES,44150.0,namas,92.0,6.0,1,275000.0,2989.0,2120.0,47.368884,-1.205577,44003160AI0041
2025-01-29,631 BD DES AIRENNES,44150.0,namas,120.0,7.0,0,260000.0,2167.0,2125.0,47.366347,-1.206006,44003160AH0206
2022-09-16,54 AV DE LA ROUGEAUDIERE,44150.0,namas,63.0,4.0,1,305000.0,4841.0,2151.0,47.368898,-1.205996,44003160AI0023
2025-08-01,70 IMP DU LIMOUSIN,44150.0,namas,80.0,4.0,0,280000.0,3500.0,2174.0,47.382897,-1.191728,44003000AY0077
2023-09-29,271 RUE DE L HERMITAGE,44150.0,namas,145.0,5.0,1,350000.0,2414.0,2182.0,47.385335,-1.180034,44003000AW0008
2023-06-19,698 BD DES AIRENNES,44150.0,namas,110.0,6.0,0,275000.0,2500.0,2188.0,47.367026,-1.206795,44003160AI0222
2021-07-26,39 AV DE LA ROUGEAUDIERE,44150.0,namas,63.0,4.0,1,166000.0,2635.0,2206.0,47.368686,-1.206778,44003160AI0354
2024-12-13,184 RUE VICTOR HUGO,44150.0,namas,79.0,3.0,0,170200.0,2154.0,2211.0,47.367626,-1.207044,44003160AI0359
